Alg.RelSet.Detab.detab	def	Fredy/A10_2_Detab.lean	52	Nat → Char → Char → Char → Cat.Hom (Alg.RelSet.SL.dSL Unit Char) { carrier := List Char }	`detab` itself is the first component of the tupled catamorphism.
Alg.tardiness_greedy	thm	Fredy/A10_3_Tardiness.lean	21	∀ {𝒜 : Type u} [inst : Alg.UnguardedPowerLCDA 𝒜] {F : Alg.Relator 𝒜 𝒜} {a b : 𝒜}, F.PreservesRecip → ∀ (I : Alg.InitialAlgebra F) {h : Cat.Hom (F.obj a) a} {T : Cat.Hom (F.obj b) b} {R : Cat.Hom a a} {Q : Cat.Hom (F.obj b) (F.obj b)}, Alg.Map h → Alg.MonotonicAlg h R → Cat.comp R R ⊑ R → Cat.comp Q° (Cat.comp (F.map (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) h) ⊑ Cat.comp (F.map (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) (Cat.comp h R°) → (Alg.mu fun X => Cat.comp (Alg.A T°) (Cat.comp (Alg.minRel Q) (Cat.comp (F.map X) h))) ⊑ Cat.comp (Alg.A (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) (Alg.minRel R)	**§10.3 (B&dM pp.253-258)**: minimum tardiness is solved by a GREEDY algorithm —
Alg.tex_greedy	thm	Fredy/A10_4_TeX.lean	21	∀ {𝒜 : Type u} [inst : Alg.UnguardedPowerLCDA 𝒜] {F : Alg.Relator 𝒜 𝒜} {a b : 𝒜}, F.PreservesRecip → ∀ (I : Alg.InitialAlgebra F) {h : Cat.Hom (F.obj a) a} {T : Cat.Hom (F.obj b) b} {R : Cat.Hom a a} {Q : Cat.Hom (F.obj b) (F.obj b)}, Alg.Map h → Alg.MonotonicAlg h R → Cat.comp R R ⊑ R → Cat.comp Q° (Cat.comp (F.map (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) h) ⊑ Cat.comp (F.map (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) (Cat.comp h R°) → (Alg.mu fun X => Cat.comp (Alg.A T°) (Cat.comp (Alg.minRel Q) (Cat.comp (F.map X) h))) ⊑ Cat.comp (Alg.A (Cat.comp (Alg.relCata I T)° (Alg.relCata I h))) (Alg.minRel R)	**§10.4 (B&dM pp.259-264)**: TeX's line breaking is solved by a GREEDY algorithm —
Alg.comp_inter_le	thm	Fredy/A4_1.lean	26	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (R : Cat.Hom a b) (S T : Cat.Hom b c), Cat.comp R (S ∩ T) ⊑ Cat.comp R S ∩ Cat.comp R T	Order form of semi-distributivity (B&dM p.83): `R(S∩T) ⊑ RS ∩ RT`.
Alg.inter_comp_le	thm	Fredy/A4_1.lean	31	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (S T : Cat.Hom a b) (R : Cat.Hom b c), Cat.comp (S ∩ T) R ⊑ Cat.comp S R ∩ Cat.comp T R	Order form of semi-distributivity, other side (B&dM p.83): `(S∩T)R ⊑ SR ∩ TR`.
Alg.modular_le_right	thm	Fredy/A4_1.lean	44	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (R : Cat.Hom a b) (S : Cat.Hom b c) (T : Cat.Hom a c), Cat.comp R S ∩ T ⊑ Cat.comp R (S ∩ Cat.comp R° T)	Dual form of the modular law (B&dM p.83 proof step): `(R≫S) ∩ T ⊑ R ≫ (S ∩ R°≫T)`.
Alg.modular_sym	thm	Fredy/A4_1.lean	55	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (R : Cat.Hom a b) (S : Cat.Hom b c) (T : Cat.Hom a c), Cat.comp R S ∩ T ⊑ Cat.comp (R ∩ Cat.comp T S°) (S ∩ Cat.comp R° T)	**Symmetric modular law** (B&dM 4.8): `(R≫S) ∩ T ⊑ (R∩T≫S°) ≫ (S∩R°≫T)`.
Alg.recip_comp_inter_id_le	thm	Fredy/A4_1.lean	73	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} (R S : Cat.Hom a b), Cat.comp R° S ∩ Cat.id b ⊑ Cat.comp (R ∩ S)° (R ∩ S)	**B&dM 4.9**: `(R°≫S) ∩ id_b ⊑ (R∩S)°≫(R∩S)`, for `R S : a ⟶ b`.
Alg.le_comp_recip_comp	thm	Fredy/A4_1.lean	82	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} (R : Cat.Hom a b), R ⊑ Cat.comp (Cat.comp R R°) R	**B&dM 4.10**: `R ⊑ R≫R°≫R`, for any `R`. Canonical home — S2_22's identical
Alg.inter_comp_refine	thm	Fredy/A4_1.lean	92	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (U : Cat.Hom a b) (V : Cat.Hom b c) (R : Cat.Hom a c), R ∩ Cat.comp U V = R ∩ Cat.comp (U ∩ Cat.comp R V°) V	**Ex 4.5**: `R ∩ (U≫V) = R ∩ ((U∩R≫V°)≫V)`, for `U : a ⟶ b`, `V : b ⟶ c`, `R : a ⟶ c`.
Alg.prodAllegory	instance	Fredy/A4_1.lean	114	{𝒜 ℬ : Type u} → [Alg.Allegory 𝒜] → [Alg.Allegory ℬ] → Alg.Allegory (𝒜 × ℬ)	**Ex 4.7**: the product of two allegories is an allegory, with `°` and `∩` componentwise.
Alg.prod_le_iff	thm	Fredy/A4_1.lean	127	∀ {𝒜 ℬ : Type u} [inst : Alg.Allegory 𝒜] [inst_1 : Alg.Allegory ℬ] {p q : 𝒜 × ℬ} (R S : Cat.Hom p q), R ⊑ S ↔ R.fst ⊑ S.fst ∧ R.snd ⊑ S.snd	**Ex 4.7**: order in the product allegory is componentwise.
Alg.IsPreorder	def	Fredy/A4_2.lean	24	{𝒜 : Type u} → [inst : Alg.Allegory 𝒜] → {a : 𝒜} → Cat.Hom a a → Prop	A PREORDER on `a`: reflexive and transitive (B&dM p.86). (Named `IsPreorder`, not
Alg.AntiSymmetric	def	Fredy/A4_2.lean	28	{𝒜 : Type u} → [inst : Alg.Allegory 𝒜] → {a : 𝒜} → Cat.Hom a a → Prop	ANTISYMMETRIC: `R ∩ R° ⊑ id` (B&dM p.86).
Alg.IsPartialOrder	def	Fredy/A4_2.lean	31	{𝒜 : Type u} → [inst : Alg.Allegory 𝒜] → {a : 𝒜} → Cat.Hom a a → Prop	A PARTIAL ORDER on `a`: a preorder that is also antisymmetric (B&dM p.86).
Alg.isPreorder_recip	thm	Fredy/A4_2.lean	36	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {R : Cat.Hom a a}, Alg.IsPreorder R → Alg.IsPreorder R°	A preorder's reciprocal is a preorder (B&dM p.86).
Alg.isPreorder_inter	thm	Fredy/A4_2.lean	43	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {R S : Cat.Hom a a}, Alg.IsPreorder R → Alg.IsPreorder S → Alg.IsPreorder (R ∩ S)	The intersection of two preorders is a preorder (B&dM p.86).
Alg.symmetric_inter	thm	Fredy/A4_2.lean	55	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {R S : Cat.Hom a a}, Alg.Symmetric R → Alg.Symmetric S → Alg.Symmetric (R ∩ S)	The intersection of two symmetric relations is symmetric (B&dM p.86).
Alg.equivalence_inter_recip	thm	Fredy/A4_2.lean	62	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {R : Cat.Hom a a}, Alg.IsPreorder R → Alg.EquivalenceRel (R ∩ R°)	**B&dM p.86**: if `R` is a preorder then `R ∩ R°` is an equivalence relation
Alg.coreflexive_transitive	thm	Fredy/A4_2.lean	80	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {C : Cat.Hom a a}, Alg.Coreflexive C → Alg.Transitive C	**Ex 4.8**: a coreflexive morphism is transitive (immediate from
Alg.coreflexive_comp_inter	thm	Fredy/A4_2.lean	87	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {C : Cat.Hom a a}, Alg.Coreflexive C → ∀ (R S : Cat.Hom b a), Cat.comp R C ∩ S = Cat.comp (R ∩ S) C	**Ex 4.10**: for coreflexive `C : a ⟶ a` and `R S : b ⟶ a`, `(R≫C)∩S = (R∩S)≫C`.
Alg.coreflexive_comp_inter_left	thm	Fredy/A4_2.lean	106	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {C : Cat.Hom a a}, Alg.Coreflexive C → ∀ (R S : Cat.Hom a b), Cat.comp C R ∩ S = Cat.comp C (R ∩ S)	Mirror of `coreflexive_comp_inter` with `C` on the left: for coreflexive `C : a ⟶ a`
Alg.coreflexive_shunt_inter	thm	Fredy/A4_2.lean	125	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {C : Cat.Hom a a}, Alg.Coreflexive C → ∀ (X : Cat.Hom a a), Cat.comp X C ∩ Cat.id a = Cat.comp C (X ∩ Cat.id a)	**Ex 4.11** (second identity): for coreflexive `C` and `X : a ⟶ a`,
Alg.coreflexive_shunt_left	thm	Fredy/A4_2.lean	136	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {C : Cat.Hom a a}, Alg.Coreflexive C → ∀ (X : Cat.Hom a a), Cat.comp X C ∩ Cat.id a = Cat.comp C X ∩ Cat.id a	**Ex 4.11** (first identity): for coreflexive `C` and `X : a ⟶ a`, `(X≫C)∩id = (C≫X)∩id`.
Alg.dom_UP	thm	Fredy/A4_2.lean	146	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {R : Cat.Hom a b} {X : Cat.Hom a a}, Alg.Coreflexive X → (Alg.dom R ⊑ X ↔ R ⊑ Cat.comp X R)	**B&dM 4.11** (mirrored to `dom`): for coreflexive `X : a ⟶ a`, `dom R ⊑ X ↔ R ⊑ X≫R`.
Alg.dom_comp_dom	thm	Fredy/A4_2.lean	172	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} (R : Cat.Hom a b) (S : Cat.Hom b c), Alg.dom (Cat.comp R S) = Alg.dom (Cat.comp R (Alg.dom S))	**B&dM 4.14** (mirrored to `dom`): `dom(R≫S) = dom(R≫dom S)`.
Alg.entire_inter_iff	thm	Fredy/A4_2.lean	186	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} (R S : Cat.Hom a b), Alg.Entire (R ∩ S) ↔ Cat.id a ⊑ Cat.comp S R°	**B&dM 4.18**: `Entire (R∩S) ↔ id ⊑ S≫R°` (immediate from `dom_inter`, §2.124).
Alg.simple_modular_eq	thm	Fredy/A4_2.lean	195	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {S : Cat.Hom b c}, Alg.Simple S → ∀ (R : Cat.Hom a b) (T : Cat.Hom a c), Cat.comp (R ∩ Cat.comp T S°) S = Cat.comp R S ∩ T	**B&dM 4.16**: `Simple S → (R∩T≫S°)≫S = (R≫S)∩T`.
Alg.simple_dist_inter_recip	thm	Fredy/A4_2.lean	207	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {g : Cat.Hom c b}, Alg.Simple g → ∀ (X Y : Cat.Hom a b), Cat.comp (X ∩ Y) g° = Cat.comp X g° ∩ Cat.comp Y g°	Mirror of S2_1's `simple_dist_inter` for postcomposition with the converse of a simple
Alg.map_shunt_right	thm	Fredy/A4_2.lean	226	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {f : Cat.Hom b c}, Alg.Map f → ∀ (R : Cat.Hom a b) (S : Cat.Hom a c), Cat.comp R f ⊑ S ↔ R ⊑ Cat.comp S f°	**B&dM 4.19**: for a map `f`, `R≫f ⊑ S ↔ R ⊑ S≫f°`.
Alg.map_shunt_left	thm	Fredy/A4_2.lean	244	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {f : Cat.Hom b a}, Alg.Map f → ∀ (R : Cat.Hom b c) (S : Cat.Hom a c), Cat.comp f° R ⊑ S ↔ R ⊑ Cat.comp f S	**B&dM 4.20**: for a map `f`, `f°≫R ⊑ S ↔ R ⊑ f≫S`.
Alg.recip_of_comp_id	thm	Fredy/A4_2.lean	294	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {R : Cat.Hom a b} {S : Cat.Hom b a}, Cat.id a ⊑ Cat.comp R S → Cat.comp S R ⊑ Cat.id b → S = R° ∧ Alg.Map R	**Prop 4.1**: if `id_a ⊑ R≫S` and `S≫R ⊑ id_b` then `S = R°` and `R` is a map.
Alg.symmetric_transitive_iff_comp_recip	thm	Fredy/A4_2.lean	313	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a : 𝒜} {R : Cat.Hom a a}, Alg.Symmetric R ∧ Alg.Transitive R ↔ Cat.comp R R° = R	**Ex 4.14**: `Symmetric R ∧ Transitive R ↔ R = R≫R°`.
Alg.simple_comp_recip_comp	thm	Fredy/A4_2.lean	342	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {S : Cat.Hom a b}, Alg.Simple S → S = Cat.comp (Cat.comp S S°) S	**Ex 4.15**: `Simple S → S = S≫S°≫S`.
Alg.map_monic_of_comp_recip	thm	Fredy/A4_2.lean	357	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {m : Cat.Hom a b}, Cat.comp m m° = Cat.id a → ∀ {c : 𝒜} (f g : Cat.Hom c a), Cat.comp f m = Cat.comp g m → f = g	**Ex 4.19** (`⊒` half): if `m≫m° = id_a` for a map `m` then `m` is jointly
Alg.id_le_comp_recip_of_map	thm	Fredy/A4_2.lean	367	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {m : Cat.Hom a b}, Alg.Map m → Cat.id a ⊑ Cat.comp m m°	**Ex 4.19**: for any map `m`, `id_a ⊑ m≫m°` (entireness in inequality form).
Alg.maps_to_partial_unit_unique	thm	Fredy/A4_3.lean	27	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a t : 𝒜}, Alg.PartialUnit t → ∀ {f g : Cat.Hom a t}, Alg.Map f → Alg.Map g → f = g	**B&dM p.94** (generalized to any partial unit, not just the chosen one of a
Alg.unit_top_recip	thm	Fredy/A4_3.lean	46	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b t : 𝒜} (p_a : Cat.Hom a t) (p_b : Cat.Hom b t), (Cat.comp p_a p_b°)° = Cat.comp p_b p_a°	**B&dM p.94** (Π): reciprocating a cospan of maps into a common apex `t` swaps the
Alg.map_comp_proj	thm	Fredy/A4_3.lean	52	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b t : 𝒜}, Alg.PartialUnit t → ∀ {f : Cat.Hom a b} {p_a : Cat.Hom a t} {p_b : Cat.Hom b t}, Alg.Map f → Alg.Map p_a → Alg.Map p_b → Cat.comp f p_b = p_a	**B&dM p.94**: naturality of the terminal cone into a partial unit `t` — composing a
Alg.maps_to_unit_unique	thm	Fredy/A4_3.lean	63	∀ {𝒜 : Type u} [inst : Alg.UnitaryAllegory 𝒜] {a : 𝒜} {f g : Cat.Hom a Alg.UnitaryAllegory.unit_obj}, Alg.Map f → Alg.Map g → f = g	**B&dM p.94**: the unit is terminal among maps: any two maps into the chosen unit of
Alg.unit_of_terminal_in_maps	thm	Fredy/A4_3.lean	77	∀ {𝒜 : Type u} [inst : Alg.TabularAllegory 𝒜] (t : 𝒜), (∀ (a : 𝒜), ∃ f, Alg.Map f) → (∀ {a : 𝒜} (f g : Cat.Hom a t), Alg.Map f → Alg.Map g → f = g) → Alg.IsUnit t	**B&dM p.95**: in a tabular allegory, an object `t` that is terminal in the
Alg.tabulates_simple_monic	thm	Fredy/A4_3.lean	99	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {f : Cat.Hom c a} {g : Cat.Hom c b} {R : Cat.Hom a b}, Alg.Tabulates f g R → Alg.Simple R → Cat.comp f f° = Cat.id c	**B&dM Ex 4.21**: if `R` is simple, its `a`-side tabulating leg `f` is monic (in fact
Alg.tabulates_entire_cover	thm	Fredy/A4_3.lean	129	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {f : Cat.Hom c a} {g : Cat.Hom c b} {R : Cat.Hom a b}, Alg.Tabulates f g R → Alg.Entire R → Cat.comp f° f = Cat.id a	**B&dM Ex 4.22**: if `R` is entire, its `a`-side tabulating leg `f` is a cover (in
Alg.tabulates_map_iso	thm	Fredy/A4_3.lean	146	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b c : 𝒜} {f : Cat.Hom c a} {g : Cat.Hom c b} {R : Cat.Hom a b}, Alg.Tabulates f g R → Alg.Map R → IsIso f	**B&dM Ex 4.23**: if `R` is a map, its `a`-side tabulating leg `f` is an isomorphism
Alg.inter_mono	thm	Fredy/A4_4.lean	37	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {R R' S S' : Cat.Hom a b}, R ⊑ R' → S ⊑ S' → R ∩ S ⊑ R' ∩ S'	`∩` is monotone in both arguments (a basic `Allegory` fact missing from `S2_1`, used
Alg.antisymm_of_le_iff	thm	Fredy/A4_4.lean	43	∀ {𝒜 : Type u} [inst : Alg.Allegory 𝒜] {a b : 𝒜} {A B : Cat.Hom a b}, (∀ (X : Cat.Hom a b), X ⊑ A ↔ X ⊑ B) → A = B	Poset extensionality via principal down-sets: if `X ⊑ A ↔ X ⊑ B` for every `X`, then
Alg.Inf	def	Fredy/A4_4.lean	78	{𝒜 : Type u} → [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] → {a b : 𝒜} → (Cat.Hom a b → Prop) → Cat.Hom a b	Meets as joins: `Inf P := ⊔ { S | S is a lower bound of every R with P R }`.
Alg.le_Inf	thm	Fredy/A4_4.lean	81	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} {P : Cat.Hom a b → Prop} {T : Cat.Hom a b}, (∀ (R : Cat.Hom a b), P R → T ⊑ R) → T ⊑ Alg.Inf P	§A  Meets as joins (B&dM Ex 4.28)
Alg.topHom	def	Fredy/A4_4.lean	89	{𝒜 : Type u} → [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] → (a b : 𝒜) → Cat.Hom a b	The top of the hom-set `(a,b)`.
Alg.recip_topHom	thm	Fredy/A4_4.lean	92	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜}, (Alg.topHom a b)° = Alg.topHom b a	§B  The top of a hom-set (B&dM p.97)
Alg.impl	def	Fredy/A4_4.lean	99	{𝒜 : Type u} → [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] → {a b : 𝒜} → Cat.Hom a b → Cat.Hom a b → Cat.Hom a b	Implication `R ⇨ S := ⊔ { X | X∩R ⊑ S }`, the right adjoint to `_ ∩ R`.
Alg.implNotation	def	Fredy/A4_4.lean	102	Lean.TrailingParserDescr	Implication notation `R ⇨ S` (B&dM §4.4 p.97).
Alg.le_impl_iff	thm	Fredy/A4_4.lean	105	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (X R S : Cat.Hom a b), X ⊑ R ⇨ S ↔ X ∩ R ⊑ S	The universal property of implication: `X ⊑ R⇨S ↔ X∩R ⊑ S`.
Alg.impl_cancel	thm	Fredy/A4_4.lean	120	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R S : Cat.Hom a b), (R ⇨ S) ∩ R ⊑ S	§C  Implication (B&dM §4.4 p.97, Ex 4.32/4.33)
Alg.impl_mono_right	thm	Fredy/A4_4.lean	123	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} {R S S' : Cat.Hom a b}, S ⊑ S' → R ⇨ S ⊑ R ⇨ S'	§C  Implication (B&dM §4.4 p.97, Ex 4.32/4.33)
Alg.impl_antitone_left	thm	Fredy/A4_4.lean	129	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} {R R' S : Cat.Hom a b}, R ⊑ R' → R' ⇨ S ⊑ R ⇨ S	§C  Implication (B&dM §4.4 p.97, Ex 4.32/4.33)
Alg.impl_topHom	thm	Fredy/A4_4.lean	135	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R : Cat.Hom a b), R ⇨ Alg.topHom a b = Alg.topHom a b	Implication into the top is the top: `R ⇨ ⊤ = ⊤`.
Alg.topHom_impl	thm	Fredy/A4_4.lean	139	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R : Cat.Hom a b), Alg.topHom a b ⇨ R = R	The top implies anything it dominates trivially: `⊤ ⇨ S = S`.
Alg.impl_curry	thm	Fredy/A4_4.lean	145	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R S T : Cat.Hom a b), R ⇨ S ⇨ T = R ∩ S ⇨ T	Currying: `R ⇨ (S ⇨ T) = (R∩S) ⇨ T` (Ex 4.32).
Alg.union_impl	thm	Fredy/A4_4.lean	154	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R S T : Cat.Hom a b), R ∪ S ⇨ T = (R ⇨ T) ∩ (S ⇨ T)	`(R∪S) ⇨ T = (R⇨T) ∩ (S⇨T)` (Ex 4.32).
Alg.impl_inter	thm	Fredy/A4_4.lean	164	∀ {𝒜 : Type u} [inst : Alg.LocallyCompleteDistributiveAllegory 𝒜] {a b : 𝒜} (R S T : Cat.Hom a b), R ⇨ S ∩ T = (R ⇨ S) ∩ (R ⇨ T)	`R ⇨ (S∩T) = (R⇨S) ∩ (R⇨T)` (Ex 4.32).
